ln_uwe,ln_ahe,age,gender,race,years_ed
6.511859,2.956511,32,1,1,16
6.54535,2.85647,30,2,1,16
6.511859,2.705197,33,1,1,12
5.991465,2.302585,33,2,1,12
6.047554,2.358675,34,1,1,11.5
5.357158,1.693596,43,2,1,9
7.338538,3.937341,31,1,1,16
4.553877,0.4595323,37,2,4,13
5.614671,1.808009,49,2,1,12
6.482872,2.927524,32,1,1,16
4.60517,2.525729,28,2,4,20
6.868535,3.179655,28,1,4,18
6.645391,2.956511,32,2,1,16
6.868535,3.061872,39,1,1,13
7.233178,3.544298,43,1,1,13
6.694181,3.005302,26,2,1,16
7.561672,3.649649,29,1,4,16
6.341037,2.703451,45,2,1,16
6.252348,2.301105,34,1,1,12
6.888337,2.862986,48,1,4,8
5.952244,2.263364,30,2,1,12
6.431579,2.742699,43,2,1,12
4.902421,1.347074,40,2,1,12
6.868535,3.179655,34,1,1,13
6.963845,3.274965,43,1,1,16
6.868535,3.230948,39,1,2,16
6.827713,3.138833,41,1,2,12
6.56743,2.956511,34,2,1,18
6.134565,2.445686,37,1,1,13
5.115996,2.120264,33,2,1,16
6.288716,2.599837,48,1,4,14
7.561672,3.872792,40,1,1,16
6.252348,2.340325,36,1,1,16
3.496508,1.704748,38,2,1,12
6.526044,2.4317,33,2,1,14
5.319371,1.630491,45,2,1,16
4.748271,1.752539,33,2,1,12
6.758224,3.120637,50,2,2,13
6.422247,2.733368,32,1,1,18
6.306416,2.617536,26,2,1,12
4.342806,1.634756,30,2,1,12
6.54003,2.984682,44,1,3,13
6.175387,2.486508,26,2,1,12
5.664562,1.975682,37,2,2,8
6.288716,2.599837,47,1,2,10
5.461539,2.370496,44,2,1,18
5.480639,2.079442,41,2,1,16
4.710531,1.714798,45,2,1,12
6.763174,3.074295,35,1,1,16
4.748271,1.752539,49,2,1,11.5
6.070027,2.381147,36,2,1,13
6.047554,2.135531,27,1,1,12
5.7291,2.145581,26,2,1,12
5.164786,1.475906,27,1,1,0
5.480639,1.791759,35,1,1,4
5.595569,2.376693,32,2,1,15
7.032352,3.12033,44,1,1,18
7.130899,3.442019,46,1,1,16
6.214608,2.60369,40,2,2,16
6.016157,2.327278,25,2,1,6
6.476973,2.788093,47,1,2,12
6.869014,3.258096,46,2,2,12
7.130899,3.493313,35,1,1,16
6.970454,3.281574,35,1,1,12
5.135798,1.446919,44,2,1,8
5.259097,1.570217,27,1,1,8
6.340902,2.652022,29,1,1,18
7.274,3.58512,34,1,1,18
6.605116,2.994198,31,1,1,16
5.818712,1.811379,36,1,1,11.5
6.134565,2.445686,48,2,1,11.5
5.595569,1.932007,37,1,1,13
6.155185,2.466305,32,2,1,16
5.521461,2.343407,49,2,1,13
6.437752,2.748872,33,1,1,12
6.175387,2.486508,37,2,1,13
5.932041,2.243162,34,2,1,12
5.01568,2.019948,32,2,1,12
6.515713,2.826834,31,1,1,9
5.952244,2.396896,26,2,1,13
6.340902,2.652022,27,1,1,12
7.274,3.467337,38,1,1,18
4.60517,1.89712,32,2,1,13
6.817241,3.128362,49,2,1,18
6.926804,3.289217,45,1,1,18
5.991465,2.079442,25,1,1,18
6.092006,2.403126,39,1,1,12
6.620073,2.813411,28,1,1,12
4.60517,1.386294,28,2,1,12
6.645391,2.838728,48,1,1,16
5.153736,1.93486,47,2,1,16
6.56743,2.929843,39,2,1,18
6.357709,2.668829,31,1,1,13
5.952244,2.263364,30,2,1,16
6.390499,2.701619,40,1,1,12
6.453019,2.76414,39,1,4,12
6.635821,2.946942,32,2,4,12
6.706016,3.017136,33,1,1,16
6.497471,2.808591,31,1,4,16
6.453019,2.76414,30,1,1,16
4.867535,0.9555115,35,2,1,16
5.153736,2.158004,45,2,1,12
6.54003,2.851151,47,1,1,12
6.903902,3.266315,46,2,1,18
5.830076,2.141197,26,2,1,12
5.34378,1.6549,26,2,1,12
6.390499,2.478476,28,1,1,10
6.092006,2.403126,26,2,1,12
6.963845,3.051822,26,2,1,13
6.092006,2.403126,43,1,2,12
7.190618,3.501739,43,1,1,16
6.56743,3.012081,38,2,1,12
6.117758,2.480172,50,2,1,16
6.047554,2.358675,48,2,1,12
6.868535,2.956511,31,1,1,18
6.763174,2.956511,29,2,1,18
6.645391,2.733368,36,1,1,13
5.339139,1.783791,30,2,1,12
5.846883,2.158004,32,2,2,12
6.645391,2.956511,32,1,1,12
5.035953,0.9416085,47,1,1,13
6.074373,2.436787,48,2,1,12
5.259097,1.570217,33,1,1,12
5.280299,2.144805,33,2,1,12
5.952244,2.396896,47,1,2,15
6.323807,2.634928,31,1,1,18
6.594098,2.905218,48,2,1,18
5.846883,2.158004,47,2,1,12
5.7291,2.040221,32,1,2,12
6.357709,2.668829,37,1,1,13
6.047554,2.240891,26,1,1,16
6.214608,2.120264,39,1,1,16
7.456321,3.767442,49,1,1,16
5.298317,1.609438,37,2,1,12
5.7291,2.040221,37,1,1,12
6.453019,2.070992,35,1,1,12
6.357709,2.486508,30,1,1,13
6.54003,2.851151,33,2,1,16
5.664562,2.668829,32,2,1,14
6.594098,2.905218,40,1,1,12
6.134565,2.579217,39,2,1,12
6.001034,2.312155,30,1,1,12
5.035953,1.12393,39,2,1,16
6.357709,2.668829,36,1,1,13
5.73471,2.333512,44,2,1,12
6.802395,3.113515,33,1,1,11
5.783825,2.228477,42,2,1,16
6.594098,2.956511,26,1,1,16
6.482872,2.793993,32,1,5,13
6.037045,2.540537,28,1,1,9
6.694181,3.005302,39,1,1,16
5.789725,2.206206,39,2,1,15
5.7291,2.040221,42,1,2,12
6.086775,2.397895,27,1,1,12
7.824046,3.872802,41,1,4,22
6.214608,2.302585,37,1,1,12
7.115395,3.426515,40,2,1,16
6.625188,2.936309,41,2,1,13
5.441418,1.752539,25,2,2,12
6.553824,2.641801,45,1,1,20
6.134565,3.138833,44,2,1,16
6.511859,2.82298,38,1,1,12
6.632812,2.720789,36,1,1,12
6.390499,2.701619,32,1,1,12
5.595569,1.906689,42,1,1,8
6.789972,3.101093,42,1,1,12
5.637533,1.948654,34,1,2,12
6.868535,3.179655,36,1,2,18
3.649659,2.263364,38,2,2,13
5.634789,1.94591,32,1,1,4
6.288716,2.599837,46,2,2,13
5.952244,2.263364,35,2,1,12
6.092006,1.997661,41,2,1,16
5.259097,2.040221,25,1,1,13
5.480639,1.791759,27,1,1,12
5.63066,1.941781,27,2,2,13
5.926926,2.238047,38,1,2,13
6.54003,2.851151,37,2,1,15
5.630451,1.941572,42,1,1,14
6.047554,2.358675,39,2,1,15
6.868535,2.956511,39,1,1,12
5.259097,1.648179,33,1,1,16
6.077407,2.388528,39,1,2,13
5.664562,2.198826,28,2,5,13
6.422247,2.866899,29,2,1,18
6.433743,2.521721,44,1,1,18
6.092006,2.403126,30,1,1,13
5.846883,2.158004,39,1,1,13
5.559201,1.870322,40,2,1,13
6.186723,2.2747,37,2,1,13
5.721194,2.032315,32,1,1,8
5.650078,1.961199,32,2,1,11
5.016452,1.519944,43,2,1,12
5.936724,2.299138,45,2,1,12
6.656441,2.967561,41,1,2,12
5.259097,1.926892,31,2,1,11.5
5.12465,1.513733,25,2,1,12
7.418581,3.729702,42,1,1,12
6.357709,2.668829,40,2,1,12
6.712489,2.800466,44,1,1,12
6.175387,2.486508,39,1,1,12
5.441418,1.857899,44,2,1,12
6.12945,2.440571,48,1,1,13
6.229876,2.674527,50,2,1,13
6.594098,2.787435,33,1,1,13
5.857933,2.169054,34,1,1,12
5.48224,1.793361,42,1,1,14
5.946729,2.034706,36,1,1,12
5.354407,1.665527,41,1,2,12
5.595569,1.906689,36,2,2,12
6.594098,2.905218,50,1,1,12
4.915761,1.3894,50,2,1,12
6.134565,2.496979,39,1,1,16
6.694181,2.887519,28,1,1,12
5.664562,1.975682,27,2,1,12
5.7291,1.857899,29,1,1,12
5.035953,1.570217,47,1,1,9
6.253829,2.564949,44,1,1,12
5.664562,1.793361,26,1,1,12
6.175387,2.486508,26,2,1,12
6.357709,2.668829,27,1,1,16
5.521461,1.832582,45,1,1,11
5.952244,2.263364,37,1,1,12
6.211642,2.299619,28,1,1,16
7.130899,3.218876,40,1,1,14
6.511859,2.900942,43,2,1,12
6.047554,2.358675,25,2,1,12
5.952244,2.263364,44,2,1,12
4.119662,0.4307829,41,1,1,12
4.902421,1.906689,37,2,1,12
5.846883,2.209297,44,2,1,12
6.134565,2.523648,34,2,1,12
6.416009,2.72713,37,1,1,12
6.54003,2.851151,42,1,1,12
4.055124,0.3662444,36,1,1,18
6.511859,2.82298,36,1,1,12
5.90095,2.094288,25,2,1,16
6.214608,2.525729,27,2,1,16
5.866999,2.17812,45,1,1,16
5.90095,2.212071,28,1,1,13
5.298317,1.6874,42,2,1,13
6.802395,2.995732,41,1,1,12
6.694181,3.005302,41,1,1,16
6.511859,2.82298,41,2,1,16
6.129867,2.323204,36,1,1,13
5.988383,2.299503,42,1,1,12
6.763174,3.074295,45,1,1,12
5.7291,2.040221,39,1,1,12
6.461468,3.283414,46,1,1,13
3.729702,1.021651,31,2,1,13
5.259097,1.703749,34,1,1,12
6.001034,2.194371,50,2,1,12
6.527395,2.838516,37,1,1,12
6.720243,3.031364,44,1,1,13
6.865196,3.176316,40,1,1,18
6.54003,2.851151,37,2,1,18
7.006556,3.199893,42,2,1,16
6.047554,2.358675,27,2,1,12
6.22608,2.537201,33,1,1,13
6.422247,2.733368,48,2,1,18
6.482872,2.845286,45,2,1,12
6.001034,2.089011,27,2,1,16
5.035953,1.347074,31,1,1,12
2.628007,-1.060872,29,2,1,12
6.645391,2.956511,48,2,1,18
6.940334,2.84599,46,1,1,16
6.963845,3.092644,40,1,1,15
7.016954,3.145754,40,1,1,16
5.703783,2.014903,48,2,1,8
6.437752,2.343407,36,1,1,13
4.518159,1.340105,48,2,1,15
5.664562,1.903362,33,1,1,16
3.912023,1.609438,50,2,1,12
7.130899,3.123566,36,1,1,16
5.7291,2.040221,36,1,1,12
5.259097,1.570217,47,1,1,11
5.841312,1.929289,34,1,2,16
5.664562,1.975682,43,2,1,12
6.252348,2.563469,38,1,2,13
6.453019,2.76414,34,1,1,12
5.952244,2.314658,41,2,1,18
5.846883,2.158004,43,1,1,14
5.153736,1.464857,47,1,1,12
6.594098,2.905218,31,2,2,16
5.886104,2.197225,30,1,2,16
6.175387,2.263364,35,2,1,12
5.920774,2.74272,39,2,1,18
6.848332,3.159452,46,2,1,18
5.762623,2.073744,27,2,1,12
6.332391,2.643512,35,1,1,16
5.952244,2.77419,44,2,1,14
5.207803,1.988927,25,1,1,16
6.670084,2.981204,27,2,1,16
5.797576,2.15999,40,2,1,12
5.846883,2.158004,41,2,1,12
3.912023,1.832582,26,2,1,12
5.480639,1.791759,26,1,1,12
6.251645,3.032769,49,2,1,12
6.511859,2.750659,48,1,1,13
6.579251,2.890372,31,1,1,16
6.153984,2.465104,25,2,1,16
5.010635,1.399717,25,1,2,10
6.001034,2.312155,47,2,1,13
7.274,3.58512,35,1,1,18
6.113512,2.306849,38,2,1,16
6.076672,2.439085,34,1,1,20
6.763174,3.074295,36,1,1,12
6.594098,2.787435,36,1,1,12
6.443449,2.75457,37,1,1,12
6.22608,2.588494,37,2,1,12
5.192957,1.504077,29,2,1,16
5.441418,1.752539,27,2,1,16
6.252348,2.402201,25,1,1,16
4.180287,1.407698,35,2,1,10
6.511859,2.599837,31,2,1,18
6.54003,2.733368,28,2,1,16
6.053174,2.364295,39,1,2,12
5.259097,1.570217,29,2,1,16
5.354407,1.888671,28,2,1,12
5.952244,2.263364,46,1,1,13
5.697351,1.890689,38,1,1,12
6.998727,3.309848,40,1,1,12
5.637533,1.999947,37,2,1,12
6.357709,2.551046,43,2,1,12
5.441418,2.040221,48,1,1,13
6.252348,2.445686,43,2,1,12
6.252348,2.340325,37,1,1,16
6.594098,2.905218,42,1,1,13
6.717711,2.911049,28,1,1,16
6.368759,2.679879,29,1,1,12
5.780744,2.091864,46,2,2,12
5.664562,2.486508,47,2,1,14
5.259097,1.570217,41,2,1,12
6.316887,2.309554,39,2,1,18
6.625188,2.713165,42,2,1,13
6.945496,3.256616,45,1,2,13
4.496385,1.723796,43,1,2,12
5.866302,2.177422,36,1,2,12
4.422849,3.729702,38,1,1,12
6.432332,2.625669,28,1,2,16
4.667046,1.44817,25,1,1,13
6.55515,2.86627,48,2,2,13
6.323807,2.634928,43,2,1,12
4.902421,2.129833,45,2,1,13
6.54003,2.733368,27,2,1,16
6.357709,2.596509,35,2,1,15
6.620073,2.835884,45,1,1,12
5.917356,2.228477,42,2,1,12
6.868535,2.956511,29,1,1,16
6.763174,3.074295,40,1,1,16
5.218275,1.817077,36,2,1,12
6.620073,2.70805,35,1,1,16
5.7291,2.040221,38,1,1,13
6.182859,2.49398,29,2,2,16
6.706016,2.793993,49,1,1,22
6.422247,2.733368,46,2,1,18
5.952244,2.263364,30,2,2,13
6.372598,2.683718,32,2,2,16
5.441418,1.8305,50,2,2,12
6.561479,2.754817,45,2,1,18
3.649659,-0.0392207,25,2,1,12
5.441418,1.803832,39,1,1,12
6.134565,2.040221,49,1,1,16
6.645391,2.956511,50,1,1,16
6.645391,2.733368,39,1,1,18
5.664562,1.975682,38,2,1,13
5.744605,2.343407,42,1,1,12
5.035953,1.347074,40,1,1,16
4.902421,1.213542,43,2,1,12
5.828946,2.140066,26,1,1,14
6.047554,2.358675,29,2,1,12
6.071507,2.382628,36,1,1,12
6.482872,2.793993,25,1,1,12
5.441418,1.752539,40,2,2,12
4.565949,1.100214,26,2,1,12
6.288716,2.599837,37,1,1,12
4.748271,1.570217,31,2,1,14
7.050856,3.138833,47,1,1,18
6.656441,3.018855,40,1,1,12
5.02388,1.335001,45,2,1,12
6.175387,2.486508,41,1,1,10
5.664562,1.975682,29,1,1,12
6.594098,2.499753,33,2,1,20
6.092006,2.179983,27,1,1,13
6.411318,2.722439,30,1,1,12
6.253829,2.564949,40,2,1,12
6.026268,2.47092,49,2,1,12
5.664562,1.975682,42,1,2,12
5.996885,2.86139,37,2,1,18
5.65832,2.885731,25,2,1,16
6.763174,2.851151,30,2,1,16
7.050856,3.361977,49,1,1,18
6.006211,2.317332,43,2,1,16
6.357709,2.551046,26,1,1,16
6.357709,2.668829,26,1,1,16
6.453019,2.76414,31,1,1,12
5.952244,2.263364,38,1,1,11
5.441418,1.752539,33,2,1,12
6.560378,2.466033,40,1,1,13
5.275049,2.566998,40,2,1,13
4.982464,2.497558,36,2,1,12
6.511859,2.417515,40,1,1,16
6.926804,2.901452,45,1,1,13
5.664562,2.486508,50,2,1,14
6.340902,2.534239,25,2,1,16
5.926926,2.371578,35,1,1,12
5.259097,1.570217,25,2,2,15
5.846883,2.158004,32,2,2,14
7.338538,3.649659,41,1,1,16
6.070027,2.432441,30,2,1,15
6.119298,2.430418,26,1,1,12
5.90095,2.212071,43,1,1,12
5.339139,1.65026,34,1,1,12
6.214608,2.525729,35,1,1,10
6.357709,2.668829,38,2,1,16
6.30558,2.6167,30,2,2,13
5.7291,2.173752,36,2,1,16
5.886289,1.974266,45,1,1,12
5.7291,2.173752,29,2,1,12
5.789725,2.100845,28,2,1,12
5.63066,1.941781,39,1,1,10
4.021222,0.3323428,46,2,1,16
7.130899,3.393229,39,1,1,18
5.769741,2.368543,38,2,1,13
6.334099,2.462898,28,1,1,13
6.39693,2.590267,29,1,1,12
5.703783,1.609438,34,1,1,12
6.288716,2.482054,35,1,1,13
5.664295,1.4158,26,1,1,13
6.809315,3.253967,31,2,1,18
5.521461,1.832582,27,1,1,12
6.134565,2.445686,31,1,1,11.5
6.175387,2.486508,31,2,1,13
6.309918,2.135531,29,1,1,12
6.214608,2.525729,30,1,1,12
6.175387,2.486508,29,1,1,11
5.595569,1.906689,26,1,1,12
5.010635,2.014903,26,2,2,12
6.635821,2.946942,32,2,1,16
7.205007,3.292984,47,1,1,16
4.748271,1.975682,43,2,1,12
6.390499,2.583836,38,2,1,18
6.645391,2.733368,26,1,1,16
5.952244,2.263364,49,2,1,12
6.323807,2.229463,27,1,1,12
5.259097,2.77419,28,2,1,13
6.486542,2.848956,32,2,1,12
6.63342,2.94454,45,1,1,12
5.398859,1.709979,41,2,1,12
5.664562,1.975682,26,1,1,13
6.745236,3.056357,28,2,2,13
6.76273,2.956067,46,2,1,10
5.455321,2.277267,32,2,1,12
6.001034,2.312155,43,2,1,16
5.669881,1.981001,35,2,1,12
5.490208,1.852622,35,2,2,13
5.595569,1.906689,37,2,1,12
6.670084,2.863421,29,2,1,12
6.313409,2.624529,25,1,1,13
6.482872,2.793993,25,2,1,16
3.111927,-0.5256594,26,2,1,12
6.907755,2.590267,35,2,1,20
6.353467,2.664587,27,1,1,14
5.164786,2.169054,27,2,1,12
7.561672,3.872792,47,2,1,16
6.39693,2.70805,45,1,1,13
6.175387,2.486508,36,1,1,12
4.26033,0.5714502,29,2,2,12
5.104161,1.415282,46,1,2,10
5.977814,2.288935,50,1,5,9
5.354407,1.665527,40,2,5,11
5.639679,1.9508,26,2,2,13
6.052089,2.496741,31,2,1,12
5.90095,2.212071,32,2,1,13
6.422247,2.615585,35,2,1,13
6.848332,3.159452,44,1,1,14
6.422247,2.733368,43,2,1,16
6.763174,2.871354,31,2,1,16
6.214608,2.525729,32,2,1,16
5.521461,1.832582,33,2,1,18
6.645391,2.956511,40,2,1,20
6.848332,2.936309,30,1,1,18
5.298317,1.609438,49,2,1,13
6.39693,2.484907,39,1,1,18
5.664562,1.975682,45,2,2,11.5
6.214608,2.525729,29,2,2,12
5.677439,1.988559,30,2,1,11
6.092006,2.403126,38,2,2,13
7.17012,3.43245,43,1,1,16
6.233656,2.383509,31,1,1,12
5.595569,1.906689,40,2,1,12
4.573918,1.865867,35,2,1,11.5
5.799093,2.110213,45,2,1,16
6.15007,2.594722,38,2,1,16
5.7291,1.634756,34,2,1,12
6.374238,2.462215,49,1,1,12
5.521461,1.966113,49,2,1,10
6.422247,3.244194,31,2,1,14
5.441418,2.222542,47,2,1,10
5.259097,1.732736,30,2,1,13
6.694181,3.005302,32,1,4,18
4.317488,0.6286086,25,2,2,12
5.952244,2.263364,34,2,2,12
6.032287,2.343407,44,2,1,12
5.7291,2.040221,50,2,2,12
5.955688,1.861343,50,2,1,12
7.561672,3.649649,46,1,1,16
6.145615,2.967561,50,2,1,15
6.785153,3.096273,45,2,1,18
6.214608,2.525729,30,2,1,13
7.561672,3.872792,48,1,1,16
4.60517,2.302585,44,2,1,18
5.035953,2.040221,31,2,1,12
6.10269,2.413811,26,2,1,16
6.357709,2.551046,39,2,1,16
5.874282,2.185403,38,2,1,12
5.942194,2.386845,49,2,1,12
6.806659,3.11778,38,1,1,16
6.361037,2.672157,39,1,1,12
6.482872,2.793993,38,2,4,12
6.868535,2.956511,37,1,1,18
6.047554,2.358675,34,2,2,16
4.808111,1.406914,28,1,1,16
5.846883,2.158004,29,2,2,12
4.119662,1.411612,35,1,1,13
6.092006,2.403126,27,1,1,16
6.001034,2.363448,30,2,2,16
6.963845,3.274965,31,1,2,18
5.441418,1.570217,40,2,2,13
5.741523,2.052643,44,2,2,18
6.54003,2.851151,31,2,2,13
6.763174,2.956511,35,1,2,16
6.377127,2.505926,38,1,1,12
6.413459,3.417727,40,2,1,15
7.058791,3.146768,40,2,1,18
6.134565,2.445686,27,2,2,13
5.846883,2.158004,25,1,1,10
6.694181,3.005302,35,1,2,16
6.694181,3.005302,43,1,1,18
6.54003,2.733368,41,1,1,13
5.768321,2.130735,40,2,1,12
5.90095,2.263364,28,2,1,12
5.90095,2.116761,38,1,1,12
6.175387,2.368725,32,1,1,16
6.390499,2.478476,27,1,1,12
6.323807,2.634928,37,1,1,15
5.309367,1.620488,38,2,1,12
6.175387,2.304186,34,1,1,16
6.441069,2.75219,49,1,1,12
6.390499,2.383166,34,1,1,12
6.390499,2.583836,35,1,1,16
6.609686,2.602353,49,1,1,10
5.90095,1.949707,39,1,1,12
5.753793,1.84177,25,1,1,12
4.665614,1.110266,25,2,1,12
6.374828,2.685949,44,2,1,11
5.969486,2.280606,32,2,1,12
5.7291,1.777857,42,2,1,12
5.278899,1.782392,38,2,1,12
4.941642,1.386294,30,2,1,14
5.307887,1.670301,44,2,1,12
5.846883,2.158004,36,1,1,12
6.357709,2.668829,36,1,2,12
6.293881,2.605002,29,1,1,12
6.113001,2.424122,35,1,1,12
5.7291,2.040221,45,1,1,12
4.828314,1.427116,38,1,1,10
5.180534,1.491655,33,1,1,12
5.193651,3.114209,43,2,1,12
5.544501,1.632478,26,1,1,15
6.694181,2.782158,35,1,1,12
6.047554,2.240891,42,1,1,12
5.952244,1.762589,31,1,1,16
5.818712,2.129833,33,2,1,12
6.214608,2.525729,28,1,1,12
4.828314,1.832582,29,1,1,13
6.134565,2.445686,36,2,1,12
7.015229,3.326349,39,1,1,18
6.320353,2.631474,48,1,1,13
5.566581,1.877702,37,1,1,10
5.926926,2.238047,39,2,1,12
6.536998,2.848119,37,1,1,16
6.233694,2.544815,45,1,1,12
6.288716,2.599837,44,1,1,10
5.259097,1.570217,43,2,1,12
6.394459,2.705579,45,1,1,12
5.5884,2.592668,45,2,1,12
6.092006,2.403126,32,1,1,12
5.715635,2.026756,42,1,2,12
6.54003,2.851151,37,2,2,12
6.214608,2.525729,46,2,1,12
5.48224,1.793361,44,2,1,10
6.357709,2.720123,39,1,1,13
6.655564,2.966685,48,1,1,18
6.357709,2.668829,36,1,1,12
7.205007,3.292984,45,1,1,20
5.991465,2.302585,49,1,1,13
5.598422,2.132686,41,2,1,16
5.846883,2.381147,37,2,1,12
6.204558,2.515678,28,1,1,13
6.670084,2.758061,38,1,3,12
5.983279,2.294399,31,1,1,12
5.441418,1.752539,39,2,1,16
6.647938,2.473551,37,1,1,16
6.918467,3.006444,42,1,1,13
3.676301,1.730391,37,2,1,13
6.233656,2.426994,32,1,1,12
6.288716,2.599837,31,1,1,16
5.521461,1.832582,35,2,1,12
6.092006,2.45442,42,2,1,14
7.130899,3.036554,34,1,1,18
5.36731,1.678431,42,2,1,12
5.075174,1.386294,37,1,1,12
5.664562,2.263364,33,2,1,14
5.521461,1.832582,39,2,1,12
4.902421,1.906689,37,2,1,12
4.902421,1.501224,45,2,1,12
6.214608,2.525729,41,1,1,16
6.357709,2.668829,40,1,1,12
6.511859,2.82298,34,2,1,16
6.323807,2.634928,37,1,1,12
6.168564,2.361902,35,1,1,12
5.035953,1.857899,33,2,1,12
6.645391,2.956511,29,1,1,12
6.001034,2.089011,50,2,1,12
5.001066,1.312186,36,2,1,12
4.797061,0.8850382,47,2,1,12
6.336826,2.647946,38,1,1,14
4.200273,0.7990757,36,2,1,13
5.521461,2.525729,45,1,1,12
5.962194,2.273315,36,1,1,12
5.703783,2.014903,30,1,1,12
6.111424,2.240223,30,1,1,12
5.278899,1.517699,46,2,1,12
5.595569,2.040221,42,2,1,12
6.482872,2.793993,39,1,1,12
5.952244,2.263364,26,1,1,12
5.441418,1.752539,35,2,1,12
4.902421,1.436686,50,2,1,12
5.595569,1.906689,28,1,1,12
6.562933,2.925347,36,2,1,18
5.664562,1.975682,39,1,1,11
6.511859,2.82298,45,1,1,16
5.777891,2.089011,44,2,1,13
5.980783,2.291903,25,2,1,16
4.345659,0.6567795,28,1,1,13
5.952244,2.263364,32,2,1,12
6.056979,2.3681,31,1,1,12
7.898147,3.771013,39,1,1,22
6.001034,2.445686,41,2,1,12
5.846883,2.040221,27,2,1,14
6.374951,2.568288,33,1,1,12
6.279147,2.590267,27,1,1,12
5.741523,2.186175,30,2,1,10
5.846883,2.158004,29,2,1,12
6.252348,2.360528,45,1,1,11
6.134565,2.445686,45,2,1,12
4.860063,1.641187,29,2,1,12
4.504074,0.5920511,28,1,1,12
5.670993,1.422497,34,1,1,8
6.594098,2.905218,46,1,1,12
6.357709,2.668829,28,1,1,14
6.214608,2.577022,27,2,1,12
6.282049,2.59317,36,1,1,12
6.511859,2.599837,39,1,1,16
6.432631,2.743752,48,2,1,12
6.511859,2.82298,41,1,1,12
6.359041,2.670162,42,2,1,16
6.54003,2.851151,47,2,1,12
6.684612,2.813411,34,1,1,13
6.357709,2.668829,44,1,1,14
6.482872,2.793993,46,2,1,18
5.595569,1.644325,50,2,1,12
6.422247,2.615585,38,2,1,10
3.649659,0.6539265,34,1,1,12
6.511859,2.82298,37,1,1,12
5.803338,2.114458,35,1,1,12
6.288716,2.599837,25,1,1,11
5.846883,2.158004,26,1,1,12
5.477324,1.788445,50,2,1,12
6.126197,2.155905,29,2,1,12
6.451594,2.762714,43,2,1,18
6.589302,2.900422,36,1,1,12
6.175387,2.486508,26,1,1,12
7.246971,3.334948,38,1,1,16
3.912023,1.203973,50,2,1,12
5.708425,2.019545,25,1,1,12
5.592421,1.903542,49,1,1,12
5.952244,2.263364,36,1,1,12
6.172049,2.483169,30,1,1,10
5.521461,1.832582,47,1,1,12
4.748271,1.282535,35,2,1,12
6.763174,2.668829,34,1,1,16
5.259097,1.570217,44,2,1,15
6.175387,2.486508,50,1,1,11
5.789725,2.100845,25,1,1,12
6.758541,3.147623,43,2,1,18
6.250012,2.561133,31,1,1,12
2.851151,1.464857,29,2,1,12
5.852202,2.163323,29,1,1,16
4.150434,1.665527,27,1,1,13
6.635821,2.946942,27,1,1,13
4.710531,1.155183,29,2,1,12
6.323807,2.634928,43,1,1,12
5.184988,1.629641,33,2,1,12
6.175387,2.486508,41,1,1,12
5.259097,1.307853,42,2,1,12
6.645391,2.638058,38,1,1,14
4.902421,2.417515,35,2,1,14
6.175387,2.537801,32,2,1,16
2.014903,-0.6931472,36,2,1,16
6.415978,2.778392,47,2,1,20
5.260577,1.348554,42,1,1,12
4.961845,1.406497,29,2,1,12
6.453019,2.76414,32,2,1,18
3.583519,0.8109302,30,2,1,12
6.097253,2.408373,28,1,1,12
6.367989,2.730403,48,1,1,12
5.697351,1.959682,31,1,1,12
6.252348,2.563469,32,1,1,12
6.024564,2.217902,47,1,1,12
5.218408,1.7219,49,2,1,12
4.902421,1.906689,26,1,1,13
6.357709,2.263364,28,1,1,12
6.173786,2.484907,27,1,1,12
6.868535,2.956511,34,1,1,13
6.214608,2.525729,48,2,1,15
6.1598,2.247777,43,1,1,14
5.913503,2.224623,25,1,1,16
6.50229,2.813411,40,2,1,16
6.175387,2.304186,36,1,1,12
5.354407,1.665527,29,1,1,12
5.39249,1.837142,36,2,1,12
6.428478,2.790892,40,1,1,16
3.949022,0.2601429,29,1,1,11.5
6.885777,3.079114,32,1,1,12
5.768321,2.079442,47,1,1,12
4.495527,1.499795,27,1,1,15
6.511859,2.82298,29,1,1,16
5.677807,1.988927,38,1,1,12
3.138833,1.752539,43,2,1,13
5.664562,1.975682,25,2,1,12
6.214608,2.631089,39,2,1,20
4.938314,1.441807,47,2,1,12
6.868535,3.179655,47,1,1,12
5.664562,2.109214,36,2,1,12
3.138833,0.1431008,39,1,1,16
5.184988,1.090644,31,2,1,12
5.035953,1.347074,28,2,1,12
4.978059,1.576862,32,1,1,12
5.529124,2.127926,27,2,1,12
4.525127,2.222542,29,2,1,12
6.601962,2.795299,37,2,1,13
4.828314,1.139434,25,2,1,10
5.441418,1.88607,40,1,1,12
5.430419,1.8469,33,1,1,12
5.601504,1.912624,28,2,1,12
6.134565,2.445686,42,2,1,12
6.092006,2.403126,46,1,1,13
6.453019,2.76414,43,2,1,12
6.580853,2.891973,33,1,1,12
5.767419,2.07854,26,1,1,12
5.703783,2.014903,36,2,1,10
6.092006,2.403126,44,1,1,12
6.639122,2.832459,37,1,1,16
6.717711,2.911049,43,1,1,14
6.492385,2.485052,28,1,1,12
6.453019,2.540996,27,1,1,12
4.881079,1.662203,34,1,3,13
6.711881,3.023001,40,1,1,12
5.68131,2.349105,36,2,1,16
5.424611,1.787025,26,1,1,12
6.403829,2.184321,40,1,1,13
5.90095,2.212071,33,1,1,12
